,class,mfcc,image
2538,bird,"[-637.5141     -235.23993     -49.676735     37.314056     19.356525
    4.570439    -12.287202     15.216457    -26.347017     14.611556
  -14.815421     17.736158    -13.942799     10.193261     -9.715706
    6.3376145    -4.8566327     4.0788927    -0.81662107    3.0162003
   -2.7944143     1.0199857    -3.5285065     4.111843     -1.8298149
    4.166098     -4.1599064     3.2619696    -4.1137786     3.7027853
   -2.7810717     3.4585783    -4.615874      2.2993436    -2.7695005
    2.7647786    -2.339834      2.898626     -3.046376      0.9609474 ]",0775.jpg
2539,car,"[-4.51890045e+02  9.90720291e+01  1.65708141e+01  3.32147102e+01
  2.01203384e+01  1.40728264e+01  1.71899548e+01  2.44503365e+01
  7.67764330e+00  1.06218405e+01  1.39486609e+01  1.53069649e+01
  7.39472055e+00  8.54090881e+00  3.13228583e+00  3.47205830e+00
  2.92650318e+00  9.18434525e+00 -1.53672218e+00  3.84589314e+00
 -1.78108633e+00  4.37121582e+00  6.10844231e+00  9.55788136e+00
  3.95846152e+00  4.42115593e+00 -3.20062947e+00  5.90959966e-01
  1.42693162e+00  4.58497238e+00 -5.00027239e-01  7.93230474e-01
 -2.17935348e+00  1.03360629e+00 -3.23949814e+00  2.73984671e+00
 -1.22648716e+00 -1.41703689e+00 -6.28733635e+00  1.46865562e-01]",train_00834.jpg
2540,dog,"[-4.51101837e+02  1.31201721e+02 -1.15891190e+01 -3.26036873e+01
 -7.93045616e+00  1.25988989e+01 -1.57134333e+01 -1.15900192e+01
 -7.90412951e+00 -1.75991452e+00  2.85446382e+00  5.18527317e+00
  5.71080732e+00  1.32357168e+01  6.28564596e-01 -5.49855888e-01
  5.32144189e-01 -1.01037245e+01 -7.29483032e+00  1.26221085e+00
  1.74830043e+00  3.09560752e+00 -1.87121928e+00 -8.83533299e-01
  4.63400888e+00  2.02067912e-01 -1.81073904e+00  4.46873784e-01
 -3.24000621e+00  1.20038748e+00 -1.02227308e-01 -2.62124491e+00
 -3.02474809e+00  3.93901229e-01 -1.22043443e+00 -8.33833516e-01
  2.46971107e+00  6.40371263e-01 -4.20938778e+00  1.08363414e+00]",n02097474_120.jpg
2541,bird,"[-3.0382111e+02  7.3816887e+01 -1.7158688e+01  1.0180950e+01
 -8.9571228e+00  6.4229946e+00  2.5983381e+00  9.9975100e+00
  3.8447344e+00  9.6509390e+00 -1.8846115e+00  1.5595750e+00
 -5.6455617e+00  4.8503065e+00  2.0086570e+00  7.3291717e+00
  2.0152161e+00  6.5948186e+00  3.6191183e-01  4.3568206e+00
 -3.8518808e+00  4.4516201e+00 -3.2955475e+00  8.9856958e+00
 -1.4259504e-01  1.1959959e+00 -3.8119643e+00 -3.7000421e-01
 -8.7999988e-01  9.0054470e-01 -2.5651133e+00 -1.4886001e+00
 -2.0975914e+00  2.7139590e+00 -7.7245957e-01  2.1357782e+00
  9.4936796e-02  3.0907874e+00 -1.7616750e+00  6.0292321e-01]",0292.jpg
2542,bird,"[-4.3286932e+02  1.5004699e+01  7.7124935e-01  9.9120819e+01
 -5.6639161e+00  1.9530413e+01  2.5152489e+01 -9.2699617e-01
  2.0091898e+01  9.4878521e+00 -7.3245463e+00  1.5964565e+01
 -2.6261573e+00  9.6746120e+00  3.8250005e+00  9.5943823e+00
  2.1085310e+00  2.4445565e+00  2.1222732e+00  7.0454926e+00
 -5.2925763e+00  1.2597207e+01  6.1721081e-01  4.4598241e+00
 -9.0994096e-01  3.3435221e+00  1.6975093e-01  5.8657284e+00
 -2.8184621e+00  6.4294648e+00 -4.3081751e+00  2.3243835e+00
 -1.9790889e+00  4.5335665e-01 -2.4332044e+00  1.5455356e+00
 -2.4874170e+00  3.7361257e+00 -3.2249663e+00  4.4203696e+00]",0232.jpg
2543,car,"[-2.5760153e+02  8.3514008e+01 -1.2689797e+00  3.5824520e+01
  8.3850946e+00  2.8610577e+01  2.9363762e+01  1.5853293e+01
  7.1041660e+00  2.7361476e+00  2.1602409e+00 -3.3537583e+00
 -5.0055218e+00  1.0571554e+00 -3.1601179e+00  2.1392260e+00
 -8.3881216e+00 -9.6382149e-02 -7.2620301e+00 -1.6609925e-01
 -3.3456330e+00  3.1180642e+00 -6.4530621e+00  3.6254821e+00
 -2.1751246e+00 -2.9375200e+00 -2.8906920e+00 -2.3140538e+00
 -4.4967060e+00  2.1827793e+00 -2.7884634e+00  8.9364314e-01
 -8.3059473e+00  3.0415697e+00 -3.5964928e+00  4.0794039e+00
 -6.2130842e+00  1.8246158e+00 -4.5309749e+00  1.2398841e+00]",train_00119.jpg
2544,bird,"[-3.99495911e+02  1.32141693e+02 -6.72640915e+01 -7.84403849e+00
  5.21141930e+01  4.63394737e+01 -1.08385534e+01  1.03418140e+01
  2.07758465e+01  9.45771694e+00 -1.29058132e+01  1.78069611e+01
  1.68196087e+01  1.47370825e+01 -2.79946655e-01 -2.00361162e-01
 -5.91268730e+00  8.71563816e+00  3.22815609e+00  1.07390995e+01
  5.64670753e+00 -4.29519463e+00  6.15093291e-01  4.63700390e+00
  2.32044625e+00  5.79994631e+00 -1.51207042e+00  2.28602982e+00
  8.31218183e-01  1.82604742e+00 -3.54977489e+00  4.91978025e+00
 -3.36147159e-01  7.09284353e+00  1.69773364e+00  1.63087654e+00
 -3.41667503e-01  3.65057087e+00 -3.96963596e+00  3.66770315e+00]",0375.jpg
2545,bird,"[-7.65248291e+02 -8.84509888e+01 -2.36022401e+00  2.26284146e+00
 -8.25700188e+00 -1.30619755e+01 -8.54264736e+00 -3.14584076e-01
 -4.14502430e+00  5.58970332e-01 -4.84257984e+00  1.81009793e+00
 -4.60667610e+00  5.88191032e-01 -1.52870214e+00  2.07357621e+00
 -2.09270978e+00  1.68101740e+00 -2.89992237e+00  5.25417328e+00
 -2.58532554e-01  2.58636379e+00 -2.17877626e+00  2.36562324e+00
 -3.68063879e+00  7.14866996e-01 -4.76411343e-01  2.47436738e+00
 -1.93289638e+00  2.07608342e+00 -3.24258280e+00  1.69017339e+00
 -7.25704610e-01  4.59199953e+00 -6.98836625e-01  2.05855560e+00
 -1.34201634e+00  2.30584431e+00 -6.53971255e-01  2.24793053e+00]",0643.jpg
2546,car,"[-9.4014496e+01  1.2292730e+02 -2.1222223e+01  4.6127537e+01
 -1.4777480e+01  2.6647203e+00  1.5599493e+01  1.8683743e+00
  2.7111943e+00  5.8974843e+00 -9.9982405e+00  1.1442265e+01
 -8.0837244e-01  4.6912994e+00 -2.1266475e+00  6.1217971e+00
 -7.1158643e+00  3.4685037e+00 -2.5043304e+00  2.1446116e+00
  1.3404585e+00 -4.1383039e-02 -2.0449972e+00  6.2078862e+00
 -3.3072212e-01  6.8836346e+00  3.1251357e+00  5.3120160e+00
 -2.8604200e+00  6.5873075e+00 -1.3177148e+00  5.4540987e+00
  9.9728090e-01  7.5112516e-01  3.3266133e-01  7.1505356e+00
  2.2263055e-01  7.4079256e+00  1.7272130e+00 -1.4171170e+00]",train_00285.jpg
2547,bird,"[-4.3421387e+02  1.3189807e+02 -1.0459108e+01 -7.8114872e+00
 -3.8066480e+00 -4.3169112e+00 -8.8327570e+00 -1.2681747e+01
 -2.0216429e+01 -1.9675718e+01 -1.8408895e+01 -1.7681248e+01
 -1.4852494e+01 -1.3635639e+01 -1.0503658e+01 -8.7209206e+00
 -8.2726717e+00 -6.2378545e+00 -4.8261852e+00 -5.6958237e+00
 -7.6397891e+00 -5.1482406e+00 -4.1363273e+00 -5.9951220e+00
 -5.3558269e+00 -3.9475648e+00 -3.3543673e+00 -2.1045427e+00
 -2.4024317e+00 -1.2437330e+00 -7.1784204e-01  1.4160467e+00
  7.0781946e-01  1.3479623e+00  1.0014774e+00  5.6830293e-01
  1.5742961e+00  8.5810965e-01 -3.0753615e-01  1.5092068e+00]",0303.jpg
2548,bird,"[-3.26012268e+02  6.56295471e+01 -2.22702827e+01  1.87343769e+01
 -9.27715874e+00  4.74757051e+00  1.28973889e+00 -1.03427124e+00
 -1.49521761e+01 -3.02527905e+00 -1.58452425e+01 -1.47953677e+00
 -8.59338665e+00 -4.22859764e+00 -1.29877176e+01 -6.51308239e-01
 -1.19264431e+01 -5.11228895e+00 -4.92632389e+00 -5.05228376e+00
 -1.16538916e+01  7.61629462e-01 -9.11614990e+00 -2.39168048e+00
 -5.22284937e+00 -4.03054619e+00 -4.42142773e+00  7.84531593e-01
 -5.40846395e+00  4.13087082e+00 -4.53932905e+00  1.43976772e+00
  8.61598730e-01  3.22903848e+00 -4.68503773e-01  3.37581110e+00
 -1.46892691e+00  1.46104431e+00 -9.69671756e-02  3.83716655e+00]",0264.jpg
2549,car,"[-340.5532      156.21175     -28.966255     25.962309      0.95398515
   19.628939     12.18591      17.110731     12.200363     12.827145
    2.76601       5.2455177    -6.234027     -0.3800471    -3.1817887
    1.9087032    -2.9671273     0.93976307   -5.5745096    -2.6111248
   -3.5858076    -0.47947085   -7.0467334    -3.4110312    -7.974808
   -3.6530328    -8.41143      -2.543916     -5.8598127    -1.7984215
   -5.350152     -1.694044     -5.158024     -2.1819043    -3.9452353
   -1.652776     -3.634848      2.984485      1.412489      3.1014962 ]",train_00036.jpg
2550,dog,"[-1.7786196e+01  1.5447359e+02 -3.7516403e+01 -2.1863020e+01
 -3.7965698e+01 -1.9125513e+01 -1.0007549e+01  4.3694506e+00
 -5.3438764e+00  3.6319628e+00  7.4508443e+00  9.1011286e+00
 -1.9351026e+00  8.6852020e-01  5.0900555e+00  9.0487089e+00
 -2.3187201e+00 -2.4997809e+00 -1.0717205e+01 -4.8441315e+00
 -7.1017804e+00  1.1205392e+00 -3.8854370e+00 -8.2423836e-01
 -2.4115670e+00  2.5440648e+00  2.8735237e+00  4.9022985e+00
 -1.9775604e+00  6.7651266e-01 -4.6878436e-01  3.8740134e+00
 -3.2033062e-01  1.9271908e+00 -4.4994559e+00 -3.6443479e+00
 -3.5004959e+00  2.8423054e-02 -1.7436848e+00  2.9828086e+00]",n02096177_181.jpg
2551,car,"[-285.14636     203.17621    -111.97654     -41.317673    -49.024647
  -26.653387    -37.405132    -17.938772    -41.587254    -16.007536
  -27.60984     -23.467543    -18.870317    -13.32879     -22.238544
  -17.907524    -19.936354    -21.903008     -8.408158    -18.065609
  -10.921304    -11.111682    -11.698877     -5.1984344    -7.371239
   -6.790938     -7.540747     -7.5580444    -0.30705655    7.9026823
    3.7610693     3.332177     -0.30141667    6.756706      8.221326
    4.3728623     0.81258684   -2.109554      2.0343187     3.9073892 ]",train_00553.jpg
2552,car,"[-149.16634      87.15229     -10.610017     34.092056     14.342419
   30.459196     19.586502      1.7183293   -13.65898       3.9184432
   18.182335     13.829703    -16.520353     -5.4068317    -9.397592
    1.1116548     2.9632967     0.24857222   -5.1290874     4.1252346
    0.96895885   -2.3168166    -5.4288754     6.2102766    -5.2880397
    5.588045     -9.575985      4.2818007    -1.6290214    -3.4109404
   -2.4882228     2.6970863    -9.32755       3.2446082    -2.490288
    2.7839077     2.0647972     5.4081516     2.0490427    -0.83354115]",train_00919.jpg
2553,bird,"[-2.86064911e+02 -6.60407972e+00 -1.12225830e+02 -8.21018753e+01
 -1.00636971e+02 -4.98446007e+01 -4.18973389e+01 -1.66572914e+01
 -5.94550657e+00  1.23909702e+01  1.13954630e+01  2.11506367e+01
  1.62162323e+01  1.98634357e+01  1.09017391e+01  4.16357422e+00
  2.99276590e+00 -1.85325992e+00 -6.18303251e+00 -5.50798368e+00
 -1.06774998e+01  1.28231728e+00 -1.03523674e+01  5.71060896e-01
 -2.50212574e+00  3.25572586e+00  6.33601427e-01  6.73283243e+00
 -6.06306493e-01  7.60638094e+00  1.00149505e-01 -4.36286569e-01
  6.64310217e-01  1.17362475e+00 -1.91199613e+00 -5.46863139e-01
 -2.89451385e+00  2.56681085e-01 -3.22132778e+00  1.69690216e+00]",0441.jpg
2554,dog,"[-2.38535400e+02  1.20515236e+02  5.49136972e+00  2.07850571e+01
 -9.73943424e+00  1.90911503e+01 -1.26207912e+00  1.02241993e+01
 -1.85181201e+00  5.52608109e+00 -4.24595118e+00  7.90348482e+00
 -7.92380333e+00  3.57554722e+00 -8.31582737e+00  8.14023077e-01
 -5.69387197e+00  3.00543129e-01 -5.14958906e+00  1.51717329e+00
 -4.48671103e+00 -3.99830461e-01 -5.34813118e+00  7.73896992e-01
 -5.88894463e+00  1.72820136e-01 -4.90816832e+00  1.10506737e+00
 -4.33678722e+00 -1.97632778e+00 -3.22089839e+00  1.23160273e-01
 -3.31502366e+00  3.99562478e-01 -4.22772121e+00  1.17798045e-01
 -4.07149601e+00  1.12764752e+00 -3.01964188e+00  6.64155900e-01]",n02093428_225.jpg
2555,dog,"[-5.84897278e+02  1.68677841e+02 -2.65485649e+01 -1.81710892e+01
 -1.00915651e+01 -1.20250521e+01 -2.12951736e+01 -1.32848215e+01
 -1.01826363e+01 -1.08736935e+01 -9.80212784e+00 -9.88100648e-01
  1.56321824e+00 -3.66611838e+00 -1.58217306e+01 -1.12505484e+01
 -8.64601326e+00  2.36712396e-01 -2.91048598e+00 -3.06903458e+00
 -5.35768080e+00 -1.92736292e+00 -6.89597654e+00 -3.02689219e+00
 -9.86992741e+00 -1.12053089e+01 -1.04530439e+01 -9.61036015e+00
 -1.06060572e+01 -9.22926617e+00 -8.29314804e+00 -3.07180786e+00
 -8.35313416e+00 -4.02329302e+00 -3.34523368e+00 -1.95557582e+00
 -2.76183963e+00 -3.72484994e+00 -4.43864632e+00 -1.25476527e+00]",n02094114_347.jpg
2556,bird,"[-4.1249460e+02 -3.6495949e+01 -9.4940498e+01  4.6244556e+01
 -1.9118244e+01  9.3322020e+00  6.7580566e+00  2.0159878e+01
  2.1533766e+01 -9.7031993e-01  3.3347120e+00  1.9371092e+01
  5.2013707e+00  1.0828146e+01  3.2146456e+00  6.8823748e+00
  1.7725208e+00  1.0004442e+00 -5.7848530e+00 -1.6076754e-01
 -2.5368426e+00 -1.7387448e-01 -4.4438171e+00  3.9702141e-01
 -9.6731049e-01  1.6580540e+00 -5.7492003e+00 -2.4746099e+00
 -3.2155764e+00 -1.3338920e+00 -2.1957612e+00 -3.6298802e-01
 -3.2776000e+00  2.4386015e+00 -3.6252875e+00  2.5420737e-01
 -3.0252426e+00 -1.8217888e-01 -3.2991028e+00  8.5502589e-01]",0478.jpg
2557,dog,"[-3.3769846e+02  1.4164778e+02 -4.6914356e+01 -2.2195530e+01
 -1.1083062e-01 -6.8179935e-01  8.4526730e+00  2.0802214e+01
  7.8609943e+00  1.3474515e+01  7.0672474e+00  1.0205263e+01
  6.8067765e-01 -9.7504765e-01 -8.9260874e+00  3.4229414e+00
  1.3495835e+00  2.9979553e+00 -2.6141772e+00  5.0153341e+00
 -6.5638220e-01  1.1929736e+00 -2.2399137e+00  4.3293381e-01
 -4.7195511e+00  2.2514179e+00 -3.4011552e+00  3.2318239e+00
 -1.3395309e+00 -1.6217667e+00 -5.8534775e+00  3.1112731e+00
 -1.8398434e+00 -3.6384842e-01 -1.8608479e+00  2.7869837e+00
 -1.7519628e-01  5.8023459e-01 -3.6072984e+00  1.5150223e+00]",n02094433_225.jpg
2558,dog,"[-401.7356      153.86545      -7.53516     -23.703276    -32.39435
   10.827294    -22.013754     -6.0002136   -11.261951      2.1024396
   -5.4867334   -10.920409      1.1500133     3.2028437     2.5778608
   17.37038      20.382795      3.9204516    -6.106909    -10.218998
  -10.498227     -2.942846    -12.611676    -14.161781    -11.001301
   -5.673168     -4.243346     -4.4073687     2.1168485     4.9942265
    1.9156442     4.551182     -1.8362347    -3.3475819    -0.40536168
   -4.9253798    -0.6443712    -1.7136143    -4.8530416    -5.5189047 ]",n02093256_567.jpg
2559,bird,"[-2.5873230e+02  1.0866302e+02 -1.8820292e+01 -2.7399552e+00
 -6.2242360e+00 -5.6693211e+00 -8.6387215e+00  1.3098901e+01
 -1.6713675e+01 -4.4745216e+00 -2.0714114e+00 -2.2096105e+00
 -5.1554127e+00  2.8003361e+00 -6.7313290e+00  3.8808403e+00
 -4.3252821e+00 -2.0420206e+00 -3.8765953e+00 -2.2636804e-01
 -5.4999967e+00  2.3734667e+00 -5.1424479e+00 -2.5330482e+00
 -2.7678378e+00  3.1418993e+00 -7.0117846e+00 -2.6008093e-01
 -1.7549137e+00 -1.4445269e+00 -5.4414139e+00  2.6585348e+00
 -3.7845991e+00 -1.6322383e+00 -3.2059586e+00  6.3797170e-01
 -4.3101850e+00 -1.3257002e+00 -3.1512117e+00  1.8782884e+00]",0494.jpg
2560,bird,"[-3.8722177e+02 -4.8987747e+01 -1.1754790e+02 -4.4038578e+01
 -7.7681908e+01 -3.5463234e+01 -5.0775791e+01 -4.7686124e+00
 -1.1291343e+01 -1.9031568e+00  1.4081498e+01  5.0746226e+00
  1.7366224e+01  1.2059033e+01 -5.6408978e-01  1.5862223e+01
  2.2770472e+00  5.7185273e+00  9.2862380e-01  6.3618398e-01
 -6.6408873e+00 -1.1704503e+00 -4.9932899e+00  4.0458369e+00
 -9.9184380e+00  7.9393871e-02 -1.0679052e+00 -1.5828235e+00
  1.0967609e+00  1.2926871e+00  8.5459310e-01  1.6196758e-01
 -3.8867548e+00  7.6687160e+00 -3.4833298e+00  5.5954137e+00
 -2.3161407e+00  2.1103588e-01  1.5640798e+00  6.7333686e-01]",0528.jpg
2561,dog,"[-243.19066     157.2508       21.035381    -11.131875    -15.600725
   30.742474    -21.054028     -6.3452096     5.5197678    -9.13048
   -0.37076992    2.1358838    -0.24452338   -1.6048963     0.81991595
    9.481799     20.91569      14.825227      4.3099437     9.143733
    5.193251      0.9628518    -2.7389474     1.6075749    -1.4463884
   -5.3026824    -0.91970915    5.525387     -4.7831616    -0.6314671
   -0.29974994    6.4525437    -0.6717848     2.5443666     1.9040238
    0.29886374   -3.5602252     0.65204155   -4.2805214     0.4023708 ]",n02085936_426.jpg
2562,dog,"[-3.1252884e+02  1.6302371e+02  7.6267676e+00  1.2990234e+01
  3.8410659e+00  2.0436821e+01 -4.7891726e+00  1.0542943e+01
 -4.8964900e-01  8.8589611e+00  1.7423193e+00  1.5966918e+00
  1.0684735e+01  1.2638768e+01  1.1091705e+01  9.3252544e+00
 -6.2563310e+00 -7.3123960e+00 -1.2223036e+01 -4.1852303e+00
 -2.2207150e+00  2.4142795e+00  2.5927119e+00 -1.1696695e+00
  1.1117328e+00  3.7544515e+00 -2.2083873e-01  1.0782919e+00
  4.4190821e-01  6.3492389e+00  4.0122968e-01 -4.9589887e-01
 -5.4983014e-01  9.7323674e-01 -2.1393728e+00 -2.7574582e+00
 -5.7767594e-01  1.8081416e+00  7.0777334e-02 -2.9933327e-01]",n02092339_40.jpg
2563,dog,"[-2.4680824e+02  1.3498470e+02  3.9400246e+01  1.8749596e+00
 -1.7781391e+01  6.7791314e+00 -1.0652721e+01  5.7183418e+00
 -1.0593077e+01 -1.2212841e+01 -9.0805922e+00 -5.0922999e+00
 -1.0158696e+00  1.7666843e+01 -9.9498910e-01  5.6583991e+00
  7.2056093e+00  7.1934915e+00  7.5328870e+00  1.2433502e+01
  7.0541205e+00  2.9774063e+00 -5.1735058e+00 -8.4537631e-01
  2.8484857e+00  3.3540277e+00  7.5194854e-01  2.7627468e+00
 -2.5586178e+00  3.8442850e+00  2.4444531e-01  4.7883606e+00
  1.9533528e+00  1.7568238e+00 -1.0786108e+00  2.1065426e+00
 -4.5915568e-01  6.2738466e+00 -2.1915023e+00  5.4047546e+00]",n02098105_190.jpg
2564,car,"[-2.6644699e+02  7.7787979e+01 -3.7654240e+01  5.9672089e+00
 -1.1422886e+01  2.6246593e+01  1.4681169e+00  1.9816475e+01
 -1.0457826e+01 -4.0393405e+00  3.8562696e+00  1.3157060e+01
 -7.9175410e+00  1.2601166e+01 -5.0758381e+00 -3.0094604e+00
  1.8417245e+00 -1.0909959e+00 -2.7705929e+00  1.7002336e+00
 -1.1283793e+01 -8.5667295e+00 -1.9744397e+00 -3.6980896e+00
 -1.1039118e+01 -2.4729638e+00 -1.3454753e+00  3.6251504e+00
 -5.2466741e+00  2.1789871e-01 -6.9208074e+00  9.1916186e-01
 -7.3232710e-01  2.4624498e+00 -1.4449009e-01  1.8765231e+00
  2.4101522e+00  2.4072768e-01  3.5972941e-01  5.7565618e+00]",train_00263.jpg
2565,dog,"[-4.1228162e+02  9.4499931e+01  1.9370125e+01 -6.9680791e+00
 -5.0336185e+00  2.2407668e+00 -9.3873901e+00 -1.0520493e+01
 -9.8050241e+00 -9.0037270e+00 -2.3056211e+00  2.2079899e+00
 -7.4174571e+00 -7.7083430e+00 -7.5654025e+00 -1.7314529e+00
  2.8508949e+00  6.4626751e+00  8.4628258e+00  3.7680323e+00
 -3.5041559e+00 -2.1400325e+00 -3.4008172e-01 -1.8481885e+00
 -1.3743680e+00 -1.2314087e+00 -2.1380665e+00 -7.5558531e-01
 -2.8888389e-01  7.9042667e-01 -1.8072505e+00 -2.5342283e+00
 -1.7984752e-01  2.6151552e+00  5.6292403e-01 -5.3277546e-01
 -2.4270289e+00 -2.0502534e+00 -2.6360610e+00 -1.0478343e+00]",n02098105_100.jpg
2566,dog,"[-3.5025562e+02  1.4603810e+02 -9.3192320e+00  2.5712049e-01
 -1.9043634e+01  1.5276862e+01 -6.4150147e+00  8.6597328e+00
 -9.2779106e-01  7.4586120e+00 -2.0077372e+00  5.0164533e+00
 -4.7606792e+00  3.1848605e+00 -5.6143575e+00  1.8668743e+00
 -3.5976527e+00  3.2183344e+00 -4.5226345e+00  1.1724163e+00
 -5.1141753e+00 -8.4717923e-01 -4.8238292e+00  2.5392592e+00
 -3.8602293e+00  2.1002486e+00 -4.3598399e+00  1.3095380e+00
 -4.5903058e+00 -4.1065186e-01 -3.3338697e+00  1.8016179e+00
 -3.6942801e+00  9.2720628e-01 -3.9106073e+00  1.8091969e+00
 -3.6327116e+00  8.1897885e-01 -2.5028009e+00  1.3784934e+00]",n02093428_416.jpg
2567,bird,"[-5.4625867e+02  7.1479080e+01  1.6544777e+01  2.0975311e+01
 -1.4106528e+01  7.4977403e+00 -1.2050419e+01 -6.1969763e-01
 -1.1007975e+01 -6.5938902e+00 -1.1207963e+01 -1.0120304e+00
 -2.6914871e+00  6.1709991e+00 -1.9882591e+00  1.9489793e+00
 -2.1651096e+00  3.3437285e+00 -6.7626101e-01  4.0258474e+00
 -3.7518892e+00  1.8441972e+00 -5.3396511e+00  3.2475427e-01
 -4.9297757e+00 -9.9485946e-01 -4.5156374e+00 -3.6733767e-01
 -4.3481798e+00  1.4888599e+00 -1.6137933e+00  2.0035567e+00
 -3.4576554e+00  7.7947116e-01 -3.5212135e+00  1.1272928e+00
 -1.8233582e+00  7.8284490e-01 -2.4607677e+00  1.4463863e+00]",0338.jpg
2568,dog,"[-3.8828522e+02  1.0139299e+02 -1.4364288e+01 -3.9606438e+01
 -3.0034796e+01 -3.3935287e+01 -3.3962574e+01 -1.1942668e+01
 -1.0003224e+01  1.5773909e+00 -3.5718892e+00 -5.3315625e+00
 -2.8381164e+00  6.9727898e+00  1.5089688e+01  8.0604219e+00
 -5.4478450e+00 -7.5210052e+00 -9.1360922e+00 -1.4684489e+01
 -1.0399437e+01 -3.3349457e+00 -2.6525372e-01  2.5750253e+00
  4.2990750e-01 -7.0778236e+00 -9.0869865e+00 -3.3016419e+00
 -4.4409494e+00 -5.5575709e+00 -4.5986090e+00 -5.6787884e-01
 -2.0561404e+00  1.5846319e+00  5.5959070e-01  1.7029709e+00
  8.0687398e-01  1.8159450e+00  6.7953467e-01  1.0630095e-01]",n02085936_126.jpg
2569,dog,"[-3.1711716e+02  1.6959312e+02  6.7651199e+01  3.5206322e+01
  1.4846093e+01  9.5553837e+00  1.3541641e+01 -8.0045967e+00
 -1.4226608e+01  1.0982792e+01 -1.5744783e+00 -5.4627781e+00
  6.6088376e+00  3.5205858e+00 -1.4953583e+01  3.1879407e-01
 -4.5441189e+00 -7.4302783e+00 -7.6238978e-01 -3.7724853e-02
 -1.1509946e+01  2.8415034e+00 -7.7235150e-01 -3.1454222e+00
 -3.6237779e+00 -1.5344075e+00 -9.8408365e+00 -1.3302884e+00
 -6.0999055e+00 -3.7237380e+00 -2.8265221e+00 -1.7286658e+00
 -7.0610814e+00  5.2987510e-01 -3.4512389e+00 -1.0357130e+00
 -2.5315793e+00 -1.3672601e+00 -4.4126687e+00 -3.8388053e-01]",n02100877_172.jpg
2570,bird,"[-5.9922394e+02  5.3986977e+01 -5.5701756e+01  2.8860962e+01
 -1.9258972e+01  6.6962309e+00 -1.3275452e+01 -2.5589924e+00
 -1.0653348e+01 -5.5871544e+00 -6.7224932e+00 -7.3145614e+00
 -2.5748219e+00  1.7133635e-01  1.9582543e-01  3.3094757e+00
 -4.8628974e+00  2.7314839e+00 -6.9378862e+00  5.1491446e+00
 -3.7413337e+00  4.0116202e-02 -2.3796725e+00 -2.2481464e-01
 -4.2569628e+00 -3.4930375e-01 -4.7686906e+00  4.3646690e-01
 -5.0212283e+00 -2.0636637e+00 -5.1501417e+00 -1.6477649e+00
 -7.4526057e+00  5.4650593e-01 -4.9303317e+00 -1.2695928e+00
 -4.3234820e+00 -1.5618916e+00 -3.6137209e+00 -4.5878437e-01]",0995.jpg
2571,car,"[ 52.878147   110.04654    -10.411048    51.8793     -30.277515
  19.859106   -36.969185     7.542111   -26.316093   -10.350229
   9.073609   -12.0695915    2.4528584    2.406874    -5.1299906
  -6.767653     4.1608214   -0.2254271   -4.4065514    2.0908964
  -1.5081197    4.7742405   -4.282951     6.220268    -6.1907763
   3.4413168   -2.1831737    1.6376232   -3.1946561    3.6137736
  -5.9427915    1.0169119   -5.031358     3.572465    -0.7572889
   0.93431586   2.3288558    1.6233013    0.9595448   -1.147368  ]",train_00791.jpg
2572,bird,"[-4.0892276e+02  1.3091397e+02 -8.9590752e+01  4.7859764e+01
 -4.8076099e+01  2.2289423e+01 -3.5988791e+00  1.4165008e+01
 -1.2413495e+00  5.3555059e+00  2.0826201e+00  2.0107176e+00
  1.6977888e+01 -7.5811052e+00  9.7177925e+00 -1.5538329e+00
  8.4699354e+00 -3.0080378e+00  3.2606256e+00 -4.3590317e+00
  1.3405471e+00  2.8570795e+00 -7.9099956e+00  8.7526693e+00
 -7.7610488e+00  3.9579420e+00 -9.6411490e-01  7.5536633e-01
  1.1990638e+00 -2.7688651e+00  2.1238024e+00  3.1383380e-01
  2.4867539e+00 -2.4102001e+00 -2.6240923e-02 -1.6983223e+00
  7.9376584e-01 -1.7278942e+00  1.6293422e+00 -2.3715112e+00]",0048.jpg
